observer,id,observed_on,user_id,url,image_url,latitude,longitude,place_county_name,place_state_name,place_country_name,scientific_name,common_name,taxon_family_name,status,Habitat_forest_open,part_or_whole,leaves,flowers_or_buds,open_flowers,fruit,ripe_fruit
b,11600480,4/27/18,911143,https://www.inaturalist.org/observations/11600480,https://static.inaturalist.org/photos/16571342/medium.jpeg?1524923464,40.255665,-79.9246278,Washington,Pennsylvania,United States,Achillea millefolium,common yarrow,Asteraceae,n,o,p,y,n,n,n,n
b,11650998,4/28/18,549841,https://www.inaturalist.org/observations/11650998,https://static.inaturalist.org/photos/16646915/medium.jpeg?1524943230,40.86111069,-79.94361115,Butler,Pennsylvania,United States,Achillea millefolium,common yarrow,Asteraceae,n,o,p,y,n,n,n,n
b,11712043,4/28/18,35327,https://www.inaturalist.org/observations/11712043,https://static.inaturalist.org/photos/16745117/medium.jpeg?1524974131,40.10471725,-79.32513428,Westmoreland,Pennsylvania,United States,Achillea millefolium,common yarrow,Asteraceae,n,o,p,y,n,n,n,n
b,11765446,4/29/18,35327,https://www.inaturalist.org/observations/11765446,https://static.inaturalist.org/photos/16826188/medium.jpeg?1525023311,40.15515137,-79.27362061,Westmoreland,Pennsylvania,United States,Achillea millefolium,common yarrow,Asteraceae,n,o,w,y,n,n,n,n
b,11789439,4/29/18,761401,https://www.inaturalist.org/observations/11789439,https://static.inaturalist.org/photos/16862778/medium.jpg?1525035082,40.58063,-79.686675,Westmoreland,Pennsylvania,United States,Achillea millefolium,common yarrow,Asteraceae,n,o,w,y,n,n,n,n
b,11875906,4/30/18,915492,https://www.inaturalist.org/observations/11875906,https://static.inaturalist.org/photos/16999077/medium.jpeg?1525096884,40.47769928,-80.03656769,Allegheny,Pennsylvania,United States,Achillea millefolium,common yarrow,Asteraceae,n,o,w,y,n,n,n,n
b,11926563,4/30/18,5813,https://www.inaturalist.org/observations/11926563,https://static.inaturalist.org/photos/17070042/medium.jpeg?1525123814,40.62158334,-80.10794776,Allegheny,Pennsylvania,United States,Achillea millefolium,common yarrow,Asteraceae,n,o,w,y,n,n,n,n
b,11944181,4/30/18,829265,https://www.inaturalist.org/observations/11944181,https://static.inaturalist.org/photos/17102654/medium.jpg?1525135061,40.61950561,-80.00399146,Allegheny,Pennsylvania,United States,Achillea millefolium,common yarrow,Asteraceae,n,o,w,y,n,n,n,n
b,12400303,5/12/18,295503,https://www.inaturalist.org/observations/12400303,https://static.inaturalist.org/photos/17873208/medium.jpg?1526172318,40.194225,-80.03572783,Washington,Pennsylvania,United States,Achillea millefolium,common yarrow,Asteraceae,n,o,p,y,n,n,n,n
b,12612861,5/19/18,266891,https://www.inaturalist.org/observations/12612861,https://static.inaturalist.org/photos/18237832/medium.jpg?1526757674,40.4174,-80.17133333,Allegheny,Pennsylvania,United States,Achillea millefolium,common yarrow,Asteraceae,n,o,w,y,y,n,n,n
b,12753575,5/23/18,35327,https://www.inaturalist.org/observations/12753575,https://static.inaturalist.org/photos/18478254/medium.jpeg?1527117174,40.43573761,-79.94848633,Allegheny,Pennsylvania,United States,Achillea millefolium,common yarrow,Asteraceae,n,o,w,y,n,n,n,n
b,12892071,5/28/18,830553,https://www.inaturalist.org/observations/12892071,https://static.inaturalist.org/photos/18719877/medium.jpg?1527519775,40.6247584,-80.00634637,Allegheny,Pennsylvania,United States,Achillea millefolium,common yarrow,Asteraceae,n,o,w,y,y,y,n,n
b,13061944,6/2/18,303608,https://www.inaturalist.org/observations/13061944,https://static.inaturalist.org/photos/19019683/medium.jpg?1527987754,40.43311667,-79.93367833,Allegheny,Pennsylvania,United States,Achillea millefolium,common yarrow,Asteraceae,n,o,w,y,y,y,n,n
b,13184900,6/6/18,120779,https://www.inaturalist.org/observations/13184900,https://static.inaturalist.org/photos/19270856/medium.jpg?1528316598,40.707325,-79.55723667,Armstrong,Pennsylvania,United States,Achillea millefolium,common yarrow,Asteraceae,n,o,p,n,y,y,n,n
b,13215846,6/7/18,35327,https://www.inaturalist.org/observations/13215846,https://static.inaturalist.org/photos/19325172/medium.jpeg?1528407450,40.43753052,-79.94747162,Allegheny,Pennsylvania,United States,Achillea millefolium,common yarrow,Asteraceae,n,o,w,y,y,y,n,n
b,13238434,6/8/18,536114,https://www.inaturalist.org/observations/13238434,https://static.inaturalist.org/photos/19366829/medium.jpeg?1528484776,39.88507826,-80.10954782,Fayette,Pennsylvania,United States,Achillea millefolium,common yarrow,Asteraceae,n,o,w,y,y,y,n,n
b,13238688,6/8/18,829265,https://www.inaturalist.org/observations/13238688,https://static.inaturalist.org/photos/19367834/medium.jpg?1528486075,40.61983594,-80.00444916,Allegheny,Pennsylvania,United States,Achillea millefolium,common yarrow,Asteraceae,n,o,w,y,y,y,n,n
b,13301862,6/10/18,616772,https://www.inaturalist.org/observations/13301862,https://static.inaturalist.org/photos/19479742/medium.jpg?1528650220,40.29982789,-80.11944364,Washington,Pennsylvania,United States,Achillea millefolium,common yarrow,Asteraceae,n,o,w,y,y,y,n,n
b,13318283,6/10/18,474164,https://www.inaturalist.org/observations/13318283,https://static.inaturalist.org/photos/19508377/medium.jpeg?1528677381,40.4348492,-79.9424886,Allegheny,Pennsylvania,United States,Achillea millefolium,common yarrow,Asteraceae,n,o,w,y,y,y,n,n
b,13338101,6/11/18,616772,https://www.inaturalist.org/observations/13338101,https://static.inaturalist.org/photos/19544014/medium.jpg?1528737642,40.61099385,-80.14029144,Allegheny,Pennsylvania,United States,Achillea millefolium,common yarrow,Asteraceae,n,o,p,n,y,y,n,n
b,13340449,6/11/18,830553,https://www.inaturalist.org/observations/13340449,https://static.inaturalist.org/photos/19548255/medium.jpg?1528742654,40.6387491,-80.01679793,Allegheny,Pennsylvania,United States,Achillea millefolium,common yarrow,Asteraceae,n,o,w,y,y,y,n,n
b,13582491,6/19/18,616772,https://www.inaturalist.org/observations/13582491,https://static.inaturalist.org/photos/19976612/medium.jpg?1529422492,40.49944864,-80.14864916,Allegheny,Pennsylvania,United States,Achillea millefolium,common yarrow,Asteraceae,n,o,w,y,y,y,n,n
b,13607651,6/20/18,120779,https://www.inaturalist.org/observations/13607651,https://static.inaturalist.org/photos/20022130/medium.jpg?1529501990,40.71203277,-79.51227653,Armstrong,Pennsylvania,United States,Achillea millefolium,common yarrow,Asteraceae,n,o,w,y,y,y,n,n
b,13610393,6/20/18,266891,https://www.inaturalist.org/observations/13610393,https://static.inaturalist.org/photos/20027103/medium.jpg?1529508788,40.56625,-80.12366383,Allegheny,Pennsylvania,United States,Achillea millefolium,common yarrow,Asteraceae,n,o,w,y,y,y,n,n
b,13615484,6/16/18,829286,https://www.inaturalist.org/observations/13615484,https://static.inaturalist.org/photos/20035847/medium.jpg?1529520157,40.57170095,-80.15134206,Allegheny,Pennsylvania,United States,Achillea millefolium,common yarrow,Asteraceae,n,o,w,y,y,y,n,n
b,13642158,6/21/18,753412,https://www.inaturalist.org/observations/13642158,https://static.inaturalist.org/photos/20082738/medium.jpg?1529600254,40.60767348,-80.14937458,Allegheny,Pennsylvania,United States,Achillea millefolium,common yarrow,Asteraceae,n,o,w,y,y,y,n,n
b,13667428,6/22/18,1020390,https://www.inaturalist.org/observations/13667428,https://static.inaturalist.org/photos/20126209/medium.jpg?1529675261,41.01204881,-80.00610095,Butler,Pennsylvania,United States,Achillea millefolium,common yarrow,Asteraceae,n,o,w,y,y,y,n,n
b,13860109,6/28/18,120779,https://www.inaturalist.org/observations/13860109,https://static.inaturalist.org/photos/20458425/medium.jpg?1530199547,40.71124542,-79.51100045,Armstrong,Pennsylvania,United States,Achillea millefolium,common yarrow,Asteraceae,n,o,w,y,y,y,n,n
b,13874671,6/23/18,469475,https://www.inaturalist.org/observations/13874671,https://static.inaturalist.org/photos/20483910/medium.jpeg?1530235494,40.29360199,-80.13860321,Washington,Pennsylvania,United States,Achillea millefolium,common yarrow,Asteraceae,n,o,w,y,y,y,n,n
b,13897992,6/29/18,35327,https://www.inaturalist.org/observations/13897992,https://static.inaturalist.org/photos/20526556/medium.jpeg?1530316896,40.43505859,-79.95212555,Allegheny,Pennsylvania,United States,Achillea millefolium,common yarrow,Asteraceae,n,o,p,n,y,y,n,n
b,14410680,7/16/18,443220,https://www.inaturalist.org/observations/14410680,https://static.inaturalist.org/photos/21438101/medium.jpg?1531740040,40.85412167,-79.41285,Armstrong,Pennsylvania,United States,Achillea millefolium,common yarrow,Asteraceae,n,o,w,y,y,y,n,n
b,14415190,7/13/18,543955,https://www.inaturalist.org/observations/14415190,https://static.inaturalist.org/photos/21445737/medium.jpg?1531753114,41.01073081,-80.0053484,Butler,Pennsylvania,United States,Achillea millefolium,common yarrow,Asteraceae,n,o,w,y,y,y,n,n
b,14451715,7/17/18,753412,https://www.inaturalist.org/observations/14451715,https://static.inaturalist.org/photos/21510532/medium.jpg?1531853994,40.58549807,-80.13271772,Allegheny,Pennsylvania,United States,Achillea millefolium,common yarrow,Asteraceae,n,o,p,n,y,y,n,n
b,14521758,7/19/18,830553,https://www.inaturalist.org/observations/14521758,https://static.inaturalist.org/photos/21623162/medium.jpg?1532028554,40.62502826,-80.00614378,Allegheny,Pennsylvania,United States,Achillea millefolium,common yarrow,Asteraceae,n,o,w,y,y,y,y,n
b,14616113,7/22/18,45571,https://www.inaturalist.org/observations/14616113,https://static.inaturalist.org/photos/21792076/medium.jpg?1532288495,40.54348833,-79.907355,Allegheny,Pennsylvania,United States,Achillea millefolium,common yarrow,Asteraceae,n,o,w,y,y,y,n,n
b,14836537,7/28/18,1056837,https://www.inaturalist.org/observations/14836537,https://static.inaturalist.org/photos/22147255/medium.jpg?1532795173,41.01180083,-80.00611905,Butler,Pennsylvania,United States,Achillea millefolium,common yarrow,Asteraceae,n,o,w,y,y,y,n,n
b,14867048,7/28/18,895672,https://www.inaturalist.org/observations/14867048,https://static.inaturalist.org/photos/22194991/medium.jpeg?1532837930,40.86832047,-79.41681671,Armstrong,Pennsylvania,United States,Achillea millefolium,common yarrow,Asteraceae,n,o,w,y,y,y,n,n
b,14882110,7/29/18,913325,https://www.inaturalist.org/observations/14882110,https://static.inaturalist.org/photos/22212116/medium.jpg?1532870898,40.02117178,-79.30911732,Fayette,Pennsylvania,United States,Achillea millefolium,common yarrow,Asteraceae,n,o,w,y,y,y,y,n
b,15262367,8/9/18,904944,https://www.inaturalist.org/observations/15262367,https://static.inaturalist.org/photos/22837901/medium.jpeg?1533828025,40.59398239,-80.00194013,Allegheny,Pennsylvania,United States,Achillea millefolium,common yarrow,Asteraceae,n,o,w,y,y,y,y,n
b,15791199,8/19/18,306974,https://www.inaturalist.org/observations/15791199,https://static.inaturalist.org/photos/23598384/medium.jpeg?1534966202,40.00248337,-79.13976288,Somerset,Pennsylvania,United States,Achillea millefolium,common yarrow,Asteraceae,n,o,p,n,y,y,n,n
b,15897721,8/25/18,469475,https://www.inaturalist.org/observations/15897721,https://static.inaturalist.org/photos/23773931/medium.jpeg?1535248240,40.41929972,-80.17524675,Allegheny,Pennsylvania,United States,Achillea millefolium,common yarrow,Asteraceae,n,o,w,y,y,y,y,n
b,16171940,9/3/18,1177407,https://www.inaturalist.org/observations/16171940,https://static.inaturalist.org/photos/24249096/medium.jpeg?1535992188,40.46671295,-79.9426651,Allegheny,Pennsylvania,United States,Achillea millefolium,common yarrow,Asteraceae,n,o,w,y,y,y,n,n
b,16339753,8/3/18,1022750,https://www.inaturalist.org/observations/16339753,https://static.inaturalist.org/photos/24556287/medium.jpeg?1536455093,40.55998145,-79.67727618,Westmoreland,Pennsylvania,United States,Achillea millefolium,common yarrow,Asteraceae,n,o,p,y,n,n,n,n
b,16691753,9/15/18,1038795,https://www.inaturalist.org/observations/16691753,https://static.inaturalist.org/photos/25177929/medium.jpg?1537380135,40.0235555,-79.307045,Fayette,Pennsylvania,United States,Achillea millefolium,common yarrow,Asteraceae,n,o,w,y,y,n,n,n
b,17131222,10/2/18,120779,https://www.inaturalist.org/observations/17131222,https://static.inaturalist.org/photos/25947941/medium.jpg?1538497168,40.71218833,-79.510855,Armstrong,Pennsylvania,United States,Achillea millefolium,common yarrow,Asteraceae,n,o,w,y,y,y,n,n
b,17211992,10/5/18,1236393,https://www.inaturalist.org/observations/17211992,https://static.inaturalist.org/photos/26094355/medium.jpeg?1538740818,41.12517858,-80.33796128,Lawrence,Pennsylvania,United States,Achillea millefolium,common yarrow,Asteraceae,n,o,w,y,n,n,n,n
b,17236598,10/5/18,154438,https://www.inaturalist.org/observations/17236598,https://static.inaturalist.org/photos/26138888/medium.jpeg?1538802721,40.4375,-79.94083405,Allegheny,Pennsylvania,United States,Achillea millefolium,common yarrow,Asteraceae,n,o,w,y,y,y,n,n
b,17236603,10/5/18,154438,https://www.inaturalist.org/observations/17236603,https://static.inaturalist.org/photos/26138900/medium.jpeg?1538802738,40.4375,-79.94083405,Allegheny,Pennsylvania,United States,Achillea millefolium,common yarrow,Asteraceae,n,o,p,y,n,n,n,n
b,17934116,10/29/18,998808,https://www.inaturalist.org/observations/17934116,https://static.inaturalist.org/photos/27400599/medium.jpg?1540825168,40.39641032,-80.13144672,Allegheny,Pennsylvania,United States,Achillea millefolium,common yarrow,Asteraceae,n,o,w,y,y,y,n,n
b,18790294,12/2/18,469475,https://www.inaturalist.org/observations/18790294,https://static.inaturalist.org/photos/28780569/medium.jpeg?1543801342,40.18926118,-80.04378665,Washington,Pennsylvania,United States,Achillea millefolium,common yarrow,Asteraceae,n,o,p,y,n,n,n,n
b,7519653,8/16/17,583159,https://www.inaturalist.org/observations/7519653,https://static.inaturalist.org/photos/9803488/medium.jpeg?1502897029,40.53046988,-79.88386171,Allegheny,Pennsylvania,United States,Ageratina altissima,white snakeroot,Asteraceae,n,o,w,y,y,y,n,n
b,7657584,8/26/17,321387,https://www.inaturalist.org/observations/7657584,https://static.inaturalist.org/photos/10024353/medium.jpeg?1503764133,40.42014769,-80.16006791,Allegheny,Pennsylvania,United States,Ageratina altissima,white snakeroot,Asteraceae,n,f,w,y,y,y,n,n
b,7681142,8/27/17,48428,https://www.inaturalist.org/observations/7681142,https://static.inaturalist.org/photos/10061608/medium.jpg?1503879406,41.16007636,-79.76390091,Butler,Pennsylvania,United States,Ageratina altissima,white snakeroot,Asteraceae,n,f,w,y,y,y,n,n
b,7771809,9/3/17,443220,https://www.inaturalist.org/observations/7771809,https://static.inaturalist.org/photos/10210853/medium.jpg?1504491325,40.85197833,-79.41303333,Armstrong,Pennsylvania,United States,Ageratina altissima,white snakeroot,Asteraceae,n,f,w,y,y,y,n,n
b,7777662,9/4/17,526871,https://www.inaturalist.org/observations/7777662,https://static.inaturalist.org/photos/10220208/medium.jpg?1504538603,40.52341333,-79.88262167,Allegheny,Pennsylvania,United States,Ageratina altissima,white snakeroot,Asteraceae,n,f,w,y,y,y,n,n
b,7781347,9/4/17,615348,https://www.inaturalist.org/observations/7781347,https://static.inaturalist.org/photos/10225818/medium.jpg?1504552880,41.06417967,-80.08749224,Butler,Pennsylvania,United States,Ageratina altissima,white snakeroot,Asteraceae,n,f,w,y,y,y,n,n
b,7781878,9/4/17,45571,https://www.inaturalist.org/observations/7781878,https://static.inaturalist.org/photos/10226641/medium.jpg?1504554786,40.48244667,-79.91255333,Allegheny,Pennsylvania,United States,Ageratina altissima,white snakeroot,Asteraceae,n,f,w,y,y,y,n,n
b,7861731,9/9/17,48428,https://www.inaturalist.org/observations/7861731,https://static.inaturalist.org/photos/10356752/medium.jpg?1505059209,41.15818909,-79.76480506,Butler,Pennsylvania,United States,Ageratina altissima,white snakeroot,Asteraceae,n,f,w,y,y,y,n,n
b,7892842,9/12/17,625987,https://www.inaturalist.org/observations/7892842,https://static.inaturalist.org/photos/10408943/medium.jpg?1505240753,40.518218,-79.823629,Allegheny,Pennsylvania,United States,Ageratina altissima,white snakeroot,Asteraceae,n,f,w,y,y,y,n,n
b,7937495,9/15/17,507119,https://www.inaturalist.org/observations/7937495,https://static.inaturalist.org/photos/10480932/medium.jpeg?1505517827,40.42921865,-79.91068946,Allegheny,Pennsylvania,United States,Ageratina altissima,white snakeroot,Asteraceae,n,f,w,y,y,y,n,n
b,7947695,9/16/17,609927,https://www.inaturalist.org/observations/7947695,https://static.inaturalist.org/photos/10496987/medium.jpg?1505583810,40.59174027,-79.99257367,Allegheny,Pennsylvania,United States,Ageratina altissima,white snakeroot,Asteraceae,n,f,w,y,y,y,n,n
b,7971162,9/17/17,93995,https://www.inaturalist.org/observations/7971162,https://static.inaturalist.org/photos/10535639/medium.jpg?1505693076,40.31597833,-79.853325,Allegheny,Pennsylvania,United States,Ageratina altissima,white snakeroot,Asteraceae,n,f,w,y,y,y,n,n
b,7986136,9/18/17,511865,https://www.inaturalist.org/observations/7986136,https://static.inaturalist.org/photos/10560955/medium.jpg?1505776635,40.4278053,-79.90346932,Allegheny,Pennsylvania,United States,Ageratina altissima,white snakeroot,Asteraceae,n,f,w,y,y,y,n,n
b,8015667,9/20/17,525112,https://www.inaturalist.org/observations/8015667,https://static.inaturalist.org/photos/10609079/medium.jpg?1505948007,40.22170444,-79.22375229,Westmoreland,Pennsylvania,United States,Ageratina altissima,white snakeroot,Asteraceae,n,f,w,y,y,y,y,n
b,8020080,9/20/17,35327,https://www.inaturalist.org/observations/8020080,https://static.inaturalist.org/photos/10616408/medium.jpeg?1505965372,40.42970657,-79.95285797,Allegheny,Pennsylvania,United States,Ageratina altissima,white snakeroot,Asteraceae,n,f,w,y,y,y,n,n
b,8020218,9/20/17,35327,https://www.inaturalist.org/observations/8020218,https://static.inaturalist.org/photos/10616646/medium.jpeg?1505966060,40.44257736,-79.9496994,Allegheny,Pennsylvania,United States,Ageratina altissima,white snakeroot,Asteraceae,n,f,w,y,y,y,n,n
b,8036437,9/22/17,48428,https://www.inaturalist.org/observations/8036437,https://static.inaturalist.org/photos/10642457/medium.jpg?1506084656,40.43354691,-79.91535394,Allegheny,Pennsylvania,United States,Ageratina altissima,white snakeroot,Asteraceae,n,f,w,y,y,y,n,n
b,8105290,9/26/17,553601,https://www.inaturalist.org/observations/8105290,https://static.inaturalist.org/photos/10752566/medium.jpg?1506446691,40.3829169,-80.03367372,Allegheny,Pennsylvania,United States,Ageratina altissima,white snakeroot,Asteraceae,n,f,w,y,y,y,y,y
b,8161324,9/28/17,35327,https://www.inaturalist.org/observations/8161324,https://static.inaturalist.org/photos/10806448/medium.jpeg?1506642530,40.43647003,-79.90299225,Allegheny,Pennsylvania,United States,Ageratina altissima,white snakeroot,Asteraceae,n,f,w,y,y,y,y,n
b,8220453,9/29/17,2470,https://www.inaturalist.org/observations/8220453,https://static.inaturalist.org/photos/10895205/medium.jpeg?1506952819,40.32841758,-80.10017037,Allegheny,Pennsylvania,United States,Ageratina altissima,white snakeroot,Asteraceae,n,f,w,y,y,y,n,n
b,8364498,10/11/17,607842,https://www.inaturalist.org/observations/8364498,https://static.inaturalist.org/photos/11119160/medium.jpeg?1507758438,40.09946524,-80.47621345,Washington,Pennsylvania,United States,Ageratina altissima,white snakeroot,Asteraceae,n,f,w,y,y,y,y,y
b,8403454,9/15/17,5813,https://www.inaturalist.org/observations/8403454,https://static.inaturalist.org/photos/11180474/medium.jpeg?1508011185,40.608929,-80.141463,Allegheny,Pennsylvania,United States,Ageratina altissima,white snakeroot,Asteraceae,n,f,w,y,y,y,n,n
b,9637846,9/3/17,741207,https://www.inaturalist.org/observations/9637846,https://static.inaturalist.org/photos/13161069/medium.jpg?1517105768,40.80379881,-80.239728,Beaver,Pennsylvania,United States,Ageratina altissima,white snakeroot,Asteraceae,n,f,w,y,y,y,n,n
b,14012843,7/3/18,761401,https://www.inaturalist.org/observations/14012843,https://static.inaturalist.org/photos/20728404/medium.jpg?1530632291,40.44242167,-79.94948667,Allegheny,Pennsylvania,United States,Ageratina altissima,white snakeroot,Asteraceae,n,f,w,y,y,n,n,n
b,14057161,7/4/18,809414,https://www.inaturalist.org/observations/14057161,https://static.inaturalist.org/photos/20802993/medium.jpg?1530746003,40.35371385,-80.09647052,Allegheny,Pennsylvania,United States,Ageratina altissima,white snakeroot,Asteraceae,n,f,w,y,n,n,n,n
b,14757416,7/26/18,829265,https://www.inaturalist.org/observations/14757416,https://static.inaturalist.org/photos/22016426/medium.jpg?1532630017,40.60355742,-79.99282523,Allegheny,Pennsylvania,United States,Ageratina altissima,white snakeroot,Asteraceae,n,f,w,y,y,y,n,n
b,15080234,8/3/18,266891,https://www.inaturalist.org/observations/15080234,https://static.inaturalist.org/photos/22520119/medium.jpg?1533321399,40.41753333,-80.17140833,Allegheny,Pennsylvania,United States,Ageratina altissima,white snakeroot,Asteraceae,n,f,w,y,y,y,n,n
b,15464120,8/15/18,829265,https://www.inaturalist.org/observations/15464120,https://static.inaturalist.org/photos/23202769/medium.jpg?1534379902,40.61455945,-80.02367098,Allegheny,Pennsylvania,United States,Ageratina altissima,white snakeroot,Asteraceae,n,f,w,y,y,y,y,n
b,15478810,8/15/18,761401,https://www.inaturalist.org/observations/15478810,https://static.inaturalist.org/photos/23225528/medium.jpg?1534425709,40.60832167,-79.71880333,Westmoreland,Pennsylvania,United States,Ageratina altissima,white snakeroot,Asteraceae,n,f,w,y,y,y,y,y
b,15494830,8/16/18,625987,https://www.inaturalist.org/observations/15494830,https://static.inaturalist.org/photos/23238223/medium.jpg?1534441606,40.48486678,-79.88031984,Allegheny,Pennsylvania,United States,Ageratina altissima,white snakeroot,Asteraceae,n,f,w,y,y,y,n,n
b,15645441,8/18/18,761401,https://www.inaturalist.org/observations/15645441,https://static.inaturalist.org/photos/23372306/medium.jpg?1534628985,40.259705,-79.27750333,Westmoreland,Pennsylvania,United States,Ageratina altissima,white snakeroot,Asteraceae,n,f,w,y,y,y,y,y
b,15722501,8/19/18,830553,https://www.inaturalist.org/observations/15722501,https://static.inaturalist.org/photos/23472706/medium.jpg?1534774084,40.63924434,-80.01758767,Allegheny,Pennsylvania,United States,Ageratina altissima,white snakeroot,Asteraceae,n,f,w,y,y,n,n,n
b,15790337,8/19/18,306974,https://www.inaturalist.org/observations/15790337,https://static.inaturalist.org/photos/23596761/medium.jpeg?1534964337,40.02504349,-79.1969986,Somerset,Pennsylvania,United States,Ageratina altissima,white snakeroot,Asteraceae,n,f,w,y,y,y,n,n
b,15876313,8/25/18,761401,https://www.inaturalist.org/observations/15876313,https://static.inaturalist.org/photos/23740790/medium.jpg?1535212012,40.597625,-79.721205,Westmoreland,Pennsylvania,United States,Ageratina altissima,white snakeroot,Asteraceae,n,f,w,y,y,y,n,n
